,Generation,Best Solution,CrossOver,Mutation,Iteration
1,10000,27786,OX,RM,68
0,20000,27221,OX,RM,68
2,1000,25778,SCX,ISM,68
1,10000,25778,SCX,ISM,68
0,20000,25778,SCX,ISM,68
2,1000,25778,SCX,IVM,68
1,10000,25778,SCX,IVM,68
0,20000,25778,SCX,IVM,68
2,1000,25778,SCX,SM,68
1,10000,25778,SCX,SM,68
0,20000,25778,SCX,SM,68
2,1000,25778,SCX,RM,68
1,10000,25778,SCX,RM,68
0,20000,25778,SCX,RM,68
2,1000,26348,OX,ISM,69
1,10000,26277,OX,ISM,69
0,20000,25793,OX,ISM,69
2,1000,26974,OX,IVM,69
1,10000,26735,OX,IVM,69
0,20000,26692,OX,IVM,69
2,1000,26442,OX,SM,69
1,10000,26308,OX,SM,69
0,20000,25803,OX,SM,69
2,1000,32505,OX,RM,69
1,10000,30895,OX,RM,69
0,20000,29476,OX,RM,69
2,1000,26133,SCX,ISM,69
1,10000,26133,SCX,ISM,69
0,20000,26133,SCX,ISM,69
2,1000,26133,SCX,IVM,69
1,10000,26133,SCX,IVM,69
0,20000,26133,SCX,IVM,69
2,1000,26133,SCX,SM,69
1,10000,26097,SCX,SM,69
0,20000,26097,SCX,SM,69
2,1000,26133,SCX,RM,69
1,10000,26133,SCX,RM,69
0,20000,25926,SCX,RM,69
2,1000,26344,OX,ISM,70
1,10000,25726,OX,ISM,70
0,20000,25469,OX,ISM,70
2,1000,26900,OX,IVM,70
1,10000,25605,OX,IVM,70
0,20000,24755,OX,IVM,70
2,1000,26292,OX,SM,70
1,10000,25608,OX,SM,70
0,20000,25194,OX,SM,70
2,1000,28941,OX,RM,70
1,10000,27856,OX,RM,70
0,20000,27610,OX,RM,70
2,1000,26426,SCX,ISM,70
1,10000,26379,SCX,ISM,70
0,20000,26379,SCX,ISM,70
2,1000,26309,SCX,IVM,70
1,10000,26309,SCX,IVM,70
0,20000,26309,SCX,IVM,70
2,1000,26426,SCX,SM,70
1,10000,26272,SCX,SM,70
0,20000,26272,SCX,SM,70
2,1000,26309,SCX,RM,70
1,10000,26309,SCX,RM,70
0,20000,26309,SCX,RM,70
2,1000,26578,OX,ISM,71
1,10000,24736,OX,ISM,71
0,20000,24211,OX,ISM,71
2,1000,31105,OX,IVM,71
1,10000,29964,OX,IVM,71
0,20000,29395,OX,IVM,71
2,1000,26601,OX,SM,71
1,10000,26383,OX,SM,71
0,20000,26039,OX,SM,71
2,1000,28833,OX,RM,71
1,10000,27988,OX,RM,71
0,20000,27736,OX,RM,71
2,1000,25878,SCX,ISM,71
1,10000,25647,SCX,ISM,71
0,20000,25647,SCX,ISM,71
2,1000,25878,SCX,IVM,71
1,10000,25878,SCX,IVM,71
0,20000,25878,SCX,IVM,71
2,1000,25878,SCX,SM,71
1,10000,25647,SCX,SM,71
0,20000,25647,SCX,SM,71
2,1000,25878,SCX,RM,71
1,10000,25878,SCX,RM,71
0,20000,25878,SCX,RM,71
2,1000,30147,OX,ISM,72
1,10000,28433,OX,ISM,72
0,20000,28042,OX,ISM,72
2,1000,30794,OX,IVM,72
1,10000,28223,OX,IVM,72
0,20000,26361,OX,IVM,72
2,1000,34825,OX,SM,72
1,10000,30329,OX,SM,72
0,20000,28950,OX,SM,72
2,1000,26259,OX,RM,72
1,10000,24342,OX,RM,72
0,20000,24100,OX,RM,72
2,1000,26224,SCX,ISM,72
1,10000,26224,SCX,ISM,72
0,20000,26224,SCX,ISM,72
2,1000,26224,SCX,IVM,72
1,10000,26224,SCX,IVM,72
0,20000,26224,SCX,IVM,72
2,1000,26224,SCX,SM,72
1,10000,26224,SCX,SM,72
0,20000,26224,SCX,SM,72
2,1000,26224,SCX,RM,72
1,10000,26224,SCX,RM,72
0,20000,26224,SCX,RM,72
2,1000,25679,OX,ISM,73
1,10000,25065,OX,ISM,73
0,20000,24790,OX,ISM,73
2,1000,26726,OX,IVM,73
1,10000,26287,OX,IVM,73
0,20000,25601,OX,IVM,73
2,1000,27061,OX,SM,73
1,10000,26686,OX,SM,73
0,20000,26034,OX,SM,73
2,1000,26220,OX,RM,73
1,10000,25975,OX,RM,73
0,20000,25831,OX,RM,73
2,1000,25778,SCX,ISM,73
1,10000,25778,SCX,ISM,73
0,20000,25778,SCX,ISM,73
2,1000,25778,SCX,IVM,73
1,10000,25778,SCX,IVM,73
0,20000,25778,SCX,IVM,73
2,1000,25778,SCX,SM,73
1,10000,25778,SCX,SM,73
0,20000,25778,SCX,SM,73
2,1000,25778,SCX,RM,73
1,10000,25778,SCX,RM,73
0,20000,25778,SCX,RM,73
2,1000,31371,OX,ISM,74
1,10000,29608,OX,ISM,74
0,20000,28191,OX,ISM,74
2,1000,34781,OX,IVM,74
1,10000,30242,OX,IVM,74
0,20000,28559,OX,IVM,74
2,1000,30026,OX,SM,74
1,10000,29664,OX,SM,74
0,20000,28257,OX,SM,74
2,1000,27536,OX,RM,74
1,10000,27312,OX,RM,74
0,20000,24553,OX,RM,74
2,1000,25878,SCX,ISM,74
1,10000,25878,SCX,ISM,74
0,20000,25878,SCX,ISM,74
2,1000,25878,SCX,IVM,74
1,10000,25878,SCX,IVM,74
0,20000,25878,SCX,IVM,74
2,1000,25878,SCX,SM,74
1,10000,25878,SCX,SM,74
0,20000,25878,SCX,SM,74
2,1000,25321,SCX,RM,74
1,10000,25420,SCX,RM,74
0,20000,25420,SCX,RM,74
2,1000,27822,OX,ISM,75
1,10000,25384,OX,ISM,75
0,20000,24911,OX,ISM,75
2,1000,27822,OX,IVM,75
1,10000,26725,OX,IVM,75
0,20000,25969,OX,IVM,75
2,1000,27822,OX,SM,75
1,10000,27307,OX,SM,75
0,20000,26375,OX,SM,75
2,1000,26233,OX,RM,75
1,10000,26004,OX,RM,75
0,20000,25943,OX,RM,75
2,1000,26233,SCX,ISM,75
1,10000,26233,SCX,ISM,75
0,20000,26233,SCX,ISM,75
2,1000,26233,SCX,IVM,75
1,10000,26233,SCX,IVM,75
0,20000,26233,SCX,IVM,75
2,1000,26233,SCX,SM,75
1,10000,26233,SCX,SM,75
0,20000,26233,SCX,SM,75
2,1000,26233,SCX,RM,75
1,10000,26233,SCX,RM,75
0,20000,26233,SCX,RM,75
2,1000,31410,OX,ISM,76
1,10000,28446,OX,ISM,76
0,20000,27689,OX,ISM,76
2,1000,30516,OX,IVM,76
1,10000,29716,OX,IVM,76
0,20000,29431,OX,IVM,76
2,1000,27439,OX,SM,76
1,10000,26319,OX,SM,76
0,20000,25728,OX,SM,76
2,1000,34397,OX,RM,76
1,10000,32534,OX,RM,76
0,20000,29544,OX,RM,76
2,1000,25878,SCX,ISM,76
1,10000,25878,SCX,ISM,76
0,20000,25878,SCX,ISM,76
2,1000,25878,SCX,IVM,76
1,10000,25878,SCX,IVM,76
0,20000,25878,SCX,IVM,76
2,1000,25878,SCX,SM,76
1,10000,25878,SCX,SM,76
0,20000,25878,SCX,SM,76
2,1000,25878,SCX,RM,76
1,10000,25878,SCX,RM,76
0,20000,25878,SCX,RM,76
2,1000,27757,OX,ISM,77
1,10000,26385,OX,ISM,77
0,20000,25760,OX,ISM,77
2,1000,27757,OX,IVM,77
1,10000,26898,OX,IVM,77
0,20000,26114,OX,IVM,77
2,1000,27757,OX,SM,77
1,10000,25363,OX,SM,77
0,20000,24944,OX,SM,77
2,1000,28349,OX,RM,77
1,10000,24800,OX,RM,77
0,20000,24800,OX,RM,77
2,1000,26155,SCX,ISM,77
1,10000,26155,SCX,ISM,77
0,20000,26155,SCX,ISM,77
2,1000,26155,SCX,IVM,77
1,10000,26155,SCX,IVM,77
0,20000,26155,SCX,IVM,77
2,1000,26155,SCX,SM,77
1,10000,26155,SCX,SM,77
0,20000,26155,SCX,SM,77
2,1000,26741,SCX,RM,77
1,10000,26741,SCX,RM,77
0,20000,26741,SCX,RM,77
2,1000,28550,OX,ISM,78
1,10000,26397,OX,ISM,78
0,20000,25885,OX,ISM,78
2,1000,31903,OX,IVM,78
1,10000,29679,OX,IVM,78
0,20000,27546,OX,IVM,78
2,1000,28550,OX,SM,78
1,10000,27266,OX,SM,78
0,20000,26679,OX,SM,78
2,1000,25904,OX,RM,78
1,10000,25253,OX,RM,78
0,20000,25082,OX,RM,78
2,1000,25943,SCX,ISM,78
1,10000,25943,SCX,ISM,78
0,20000,25931,SCX,ISM,78
2,1000,25943,SCX,IVM,78
1,10000,25943,SCX,IVM,78
0,20000,25943,SCX,IVM,78
2,1000,25943,SCX,SM,78
1,10000,25943,SCX,SM,78
0,20000,25931,SCX,SM,78
2,1000,25943,SCX,RM,78
1,10000,25943,SCX,RM,78
0,20000,25943,SCX,RM,78
2,1000,42508,OX,ISM,79
1,10000,39747,OX,ISM,79
0,20000,37537,OX,ISM,79
2,1000,33962,OX,IVM,79
1,10000,31137,OX,IVM,79
0,20000,28930,OX,IVM,79
2,1000,40938,OX,SM,79
1,10000,37358,OX,SM,79
0,20000,36790,OX,SM,79
2,1000,29940,OX,RM,79
1,10000,27146,OX,RM,79
0,20000,26452,OX,RM,79
2,1000,25420,SCX,ISM,79
1,10000,25420,SCX,ISM,79
0,20000,25420,SCX,ISM,79
2,1000,25420,SCX,IVM,79
1,10000,25420,SCX,IVM,79
0,20000,25420,SCX,IVM,79
2,1000,25420,SCX,SM,79
1,10000,25420,SCX,SM,79
0,20000,25420,SCX,SM,79
2,1000,25420,SCX,RM,79
1,10000,25420,SCX,RM,79
0,20000,25420,SCX,RM,79
2,1000,27904,OX,ISM,80
1,10000,25707,OX,ISM,80
0,20000,25379,OX,ISM,80
2,1000,29019,OX,IVM,80
1,10000,27208,OX,IVM,80
0,20000,26475,OX,IVM,80
2,1000,27904,OX,SM,80
1,10000,27249,OX,SM,80
0,20000,26505,OX,SM,80
2,1000,32886,OX,RM,80
1,10000,30815,OX,RM,80
0,20000,28218,OX,RM,80
2,1000,26466,SCX,ISM,80
1,10000,26466,SCX,ISM,80
0,20000,26466,SCX,ISM,80
2,1000,26466,SCX,IVM,80
1,10000,26466,SCX,IVM,80
0,20000,26466,SCX,IVM,80
2,1000,26466,SCX,SM,80
1,10000,26466,SCX,SM,80
0,20000,26466,SCX,SM,80
2,1000,26288,SCX,RM,80
1,10000,26288,SCX,RM,80
0,20000,26288,SCX,RM,80
2,1000,27211,OX,ISM,81
1,10000,25298,OX,ISM,81
0,20000,25112,OX,ISM,81
2,1000,27002,OX,IVM,81
1,10000,26408,OX,IVM,81
0,20000,25906,OX,IVM,81
2,1000,27211,OX,SM,81
1,10000,25116,OX,SM,81
0,20000,24496,OX,SM,81
2,1000,30391,OX,RM,81
1,10000,29027,OX,RM,81
0,20000,28368,OX,RM,81
2,1000,26155,SCX,ISM,81
1,10000,26155,SCX,ISM,81
0,20000,26155,SCX,ISM,81
2,1000,26155,SCX,IVM,81
1,10000,26155,SCX,IVM,81
0,20000,26155,SCX,IVM,81
2,1000,26155,SCX,SM,81
1,10000,26155,SCX,SM,81
0,20000,26155,SCX,SM,81
2,1000,26155,SCX,RM,81
1,10000,26155,SCX,RM,81
0,20000,26155,SCX,RM,81
2,1000,29431,OX,ISM,82
1,10000,27656,OX,ISM,82
0,20000,27459,OX,ISM,82
2,1000,28530,OX,IVM,82
1,10000,27868,OX,IVM,82
0,20000,26579,OX,IVM,82
2,1000,30341,OX,SM,82
1,10000,30213,OX,SM,82
0,20000,30125,OX,SM,82
2,1000,31161,OX,RM,82
1,10000,30209,OX,RM,82
0,20000,29244,OX,RM,82
2,1000,24698,SCX,ISM,82
1,10000,24698,SCX,ISM,82
0,20000,24698,SCX,ISM,82
2,1000,24698,SCX,IVM,82
1,10000,24698,SCX,IVM,82
0,20000,24698,SCX,IVM,82
2,1000,24698,SCX,SM,82
1,10000,24698,SCX,SM,82
0,20000,24698,SCX,SM,82
2,1000,24698,SCX,RM,82
1,10000,24698,SCX,RM,82
0,20000,24698,SCX,RM,82
2,1000,26233,OX,ISM,83
1,10000,23565,OX,ISM,83
0,20000,23325,OX,ISM,83
2,1000,26046,OX,IVM,83
1,10000,25834,OX,IVM,83
0,20000,24474,OX,IVM,83
2,1000,26233,OX,SM,83
1,10000,25600,OX,SM,83
0,20000,25408,OX,SM,83
2,1000,35143,OX,RM,83
1,10000,34097,OX,RM,83
0,20000,32615,OX,RM,83
2,1000,26233,SCX,ISM,83
1,10000,26233,SCX,ISM,83
0,20000,26233,SCX,ISM,83
2,1000,26233,SCX,IVM,83
1,10000,26233,SCX,IVM,83
0,20000,26233,SCX,IVM,83
2,1000,26233,SCX,SM,83
1,10000,26233,SCX,SM,83
0,20000,26207,SCX,SM,83
2,1000,26233,SCX,RM,83
1,10000,26233,SCX,RM,83
0,20000,26233,SCX,RM,83
2,1000,34487,OX,ISM,84
1,10000,34420,OX,ISM,84
0,20000,32406,OX,ISM,84
2,1000,35910,OX,IVM,84
1,10000,32190,OX,IVM,84
0,20000,29881,OX,IVM,84
2,1000,30201,OX,SM,84
1,10000,29755,OX,SM,84
0,20000,29696,OX,SM,84
2,1000,32070,OX,RM,84
1,10000,26944,OX,RM,84
0,20000,26507,OX,RM,84
2,1000,26133,SCX,ISM,84
1,10000,26133,SCX,ISM,84
0,20000,26133,SCX,ISM,84
2,1000,26133,SCX,IVM,84
1,10000,26133,SCX,IVM,84
0,20000,26133,SCX,IVM,84
2,1000,26133,SCX,SM,84
1,10000,26133,SCX,SM,84
0,20000,26018,SCX,SM,84
2,1000,26133,SCX,RM,84
1,10000,26133,SCX,RM,84
0,20000,26133,SCX,RM,84
2,1000,34592,OX,ISM,85
1,10000,33039,OX,ISM,85
0,20000,31549,OX,ISM,85
2,1000,34927,OX,IVM,85
1,10000,32343,OX,IVM,85
0,20000,30623,OX,IVM,85
2,1000,33824,OX,SM,85
1,10000,31702,OX,SM,85
0,20000,31313,OX,SM,85
2,1000,27587,OX,RM,85
1,10000,27388,OX,RM,85
0,20000,26990,OX,RM,85
2,1000,26233,SCX,ISM,85
1,10000,26233,SCX,ISM,85
0,20000,26233,SCX,ISM,85
2,1000,26233,SCX,IVM,85
1,10000,26233,SCX,IVM,85
0,20000,26233,SCX,IVM,85
2,1000,26233,SCX,SM,85
1,10000,26233,SCX,SM,85
0,20000,26233,SCX,SM,85
2,1000,26233,SCX,RM,85
1,10000,26218,SCX,RM,85
0,20000,26233,SCX,RM,85
2,1000,28561,OX,ISM,86
1,10000,26945,OX,ISM,86
0,20000,26820,OX,ISM,86
2,1000,31111,OX,IVM,86
1,10000,26980,OX,IVM,86
0,20000,26670,OX,IVM,86
2,1000,28561,OX,SM,86
1,10000,28330,OX,SM,86
0,20000,27687,OX,SM,86
2,1000,25525,OX,RM,86
1,10000,25324,OX,RM,86
0,20000,25031,OX,RM,86
2,1000,25525,SCX,ISM,86
1,10000,25525,SCX,ISM,86
0,20000,25525,SCX,ISM,86
2,1000,25525,SCX,IVM,86
1,10000,25525,SCX,IVM,86
0,20000,25525,SCX,IVM,86
2,1000,25525,SCX,SM,86
1,10000,25525,SCX,SM,86
0,20000,25525,SCX,SM,86
2,1000,25525,SCX,RM,86
1,10000,25525,SCX,RM,86
0,20000,25525,SCX,RM,86
2,1000,27367,OX,ISM,87
1,10000,25614,OX,ISM,87
0,20000,25233,OX,ISM,87
2,1000,27173,OX,IVM,87
1,10000,26623,OX,IVM,87
0,20000,26097,OX,IVM,87
2,1000,27367,OX,SM,87
1,10000,25426,OX,SM,87
0,20000,25157,OX,SM,87
2,1000,26646,OX,RM,87
1,10000,25693,OX,RM,87
0,20000,25066,OX,RM,87
2,1000,26355,SCX,ISM,87
1,10000,26354,SCX,ISM,87
0,20000,26355,SCX,ISM,87
2,1000,26355,SCX,IVM,87
1,10000,26355,SCX,IVM,87
0,20000,26355,SCX,IVM,87
2,1000,26355,SCX,SM,87
1,10000,26355,SCX,SM,87
0,20000,26355,SCX,SM,87
2,1000,26131,SCX,RM,87
1,10000,26131,SCX,RM,87
0,20000,26131,SCX,RM,87
2,1000,33172,OX,ISM,88
1,10000,30444,OX,ISM,88
0,20000,29801,OX,ISM,88
2,1000,28417,OX,IVM,88
1,10000,28123,OX,IVM,88
0,20000,26735,OX,IVM,88
2,1000,34762,OX,SM,88
1,10000,31751,OX,SM,88
0,20000,31145,OX,SM,88
2,1000,26601,OX,RM,88
1,10000,26113,OX,RM,88
0,20000,25589,OX,RM,88
2,1000,24698,SCX,ISM,88
1,10000,24698,SCX,ISM,88
0,20000,24698,SCX,ISM,88
2,1000,24815,SCX,IVM,88
1,10000,24815,SCX,IVM,88
0,20000,24815,SCX,IVM,88
2,1000,24698,SCX,SM,88
1,10000,24698,SCX,SM,88
0,20000,24698,SCX,SM,88
2,1000,26309,SCX,RM,88
1,10000,26309,SCX,RM,88
0,20000,26309,SCX,RM,88
2,1000,26798,OX,ISM,89
1,10000,24511,OX,ISM,89
0,20000,24263,OX,ISM,89
2,1000,26798,OX,IVM,89
1,10000,26233,OX,IVM,89
0,20000,26008,OX,IVM,89
2,1000,28075,OX,SM,89
1,10000,26417,OX,SM,89
0,20000,26112,OX,SM,89
2,1000,42307,OX,RM,89
1,10000,38488,OX,RM,89
0,20000,36456,OX,RM,89
2,1000,26741,SCX,ISM,89
1,10000,26741,SCX,ISM,89
0,20000,26741,SCX,ISM,89
2,1000,26741,SCX,IVM,89
1,10000,26741,SCX,IVM,89
0,20000,26741,SCX,IVM,89
2,1000,26741,SCX,SM,89
1,10000,26741,SCX,SM,89
0,20000,26741,SCX,SM,89
2,1000,27073,SCX,RM,89
1,10000,27233,SCX,RM,89
0,20000,27233,SCX,RM,89
2,1000,29501,OX,ISM,90
1,10000,29038,OX,ISM,90
0,20000,28738,OX,ISM,90
2,1000,37169,OX,IVM,90
1,10000,32616,OX,IVM,90
0,20000,29013,OX,IVM,90
2,1000,27909,OX,SM,90
1,10000,27799,OX,SM,90
0,20000,26522,OX,SM,90
2,1000,34748,OX,RM,90
1,10000,31744,OX,RM,90
0,20000,29147,OX,RM,90
2,1000,26131,SCX,ISM,90
1,10000,26131,SCX,ISM,90
0,20000,26131,SCX,ISM,90
2,1000,26131,SCX,IVM,90
1,10000,26131,SCX,IVM,90
0,20000,26131,SCX,IVM,90
2,1000,26131,SCX,SM,90
1,10000,26131,SCX,SM,90
0,20000,26131,SCX,SM,90
2,1000,26131,SCX,RM,90
1,10000,26131,SCX,RM,90
0,20000,26131,SCX,RM,90
2,1000,26314,OX,ISM,91
1,10000,24093,OX,ISM,91
0,20000,24048,OX,ISM,91
2,1000,26326,OX,IVM,91
1,10000,25441,OX,IVM,91
0,20000,25214,OX,IVM,91
2,1000,26314,OX,SM,91
1,10000,26222,OX,SM,91
0,20000,25281,OX,SM,91
2,1000,28400,OX,RM,91
1,10000,27296,OX,RM,91
0,20000,27013,OX,RM,91
2,1000,26085,SCX,ISM,91
1,10000,26155,SCX,ISM,91
0,20000,26155,SCX,ISM,91
2,1000,26155,SCX,IVM,91
1,10000,26155,SCX,IVM,91
0,20000,26155,SCX,IVM,91
2,1000,26085,SCX,SM,91
1,10000,26155,SCX,SM,91
0,20000,26155,SCX,SM,91
2,1000,25943,SCX,RM,91
1,10000,25943,SCX,RM,91
0,20000,25943,SCX,RM,91
2,1000,26798,OX,ISM,92
1,10000,25144,OX,ISM,92
0,20000,24718,OX,ISM,92
2,1000,26424,OX,IVM,92
1,10000,25196,OX,IVM,92
0,20000,24926,OX,IVM,92
2,1000,26798,OX,SM,92
1,10000,26285,OX,SM,92
0,20000,26009,OX,SM,92
2,1000,46174,OX,RM,92
1,10000,42030,OX,RM,92
0,20000,39390,OX,RM,92
2,1000,25878,SCX,ISM,92
1,10000,25878,SCX,ISM,92
0,20000,25647,SCX,ISM,92
2,1000,25878,SCX,IVM,92
1,10000,25878,SCX,IVM,92
0,20000,25878,SCX,IVM,92
2,1000,25878,SCX,SM,92
1,10000,25878,SCX,SM,92
0,20000,25647,SCX,SM,92
2,1000,25878,SCX,RM,92
1,10000,25878,SCX,RM,92
0,20000,25878,SCX,RM,92
2,1000,27120,OX,ISM,93
1,10000,26623,OX,ISM,93
0,20000,26023,OX,ISM,93
2,1000,28487,OX,IVM,93
1,10000,27080,OX,IVM,93
0,20000,25631,OX,IVM,93
2,1000,29040,OX,SM,93
1,10000,28819,OX,SM,93
0,20000,28268,OX,SM,93
2,1000,33494,OX,RM,93
1,10000,30938,OX,RM,93
0,20000,30320,OX,RM,93
2,1000,26133,SCX,ISM,93
1,10000,26133,SCX,ISM,93
0,20000,26133,SCX,ISM,93
2,1000,26133,SCX,IVM,93
1,10000,26133,SCX,IVM,93
0,20000,26133,SCX,IVM,93
2,1000,26133,SCX,SM,93
1,10000,26097,SCX,SM,93
0,20000,26097,SCX,SM,93
2,1000,26218,SCX,RM,93
1,10000,26259,SCX,RM,93
0,20000,26259,SCX,RM,93
2,1000,27477,OX,ISM,94
1,10000,27165,OX,ISM,94
0,20000,26680,OX,ISM,94
2,1000,27800,OX,IVM,94
1,10000,27308,OX,IVM,94
0,20000,25521,OX,IVM,94
2,1000,27128,OX,SM,94
1,10000,25637,OX,SM,94
0,20000,24588,OX,SM,94
2,1000,26379,OX,RM,94
1,10000,26379,OX,RM,94
0,20000,25264,OX,RM,94
2,1000,25525,SCX,ISM,94
1,10000,25525,SCX,ISM,94
0,20000,25410,SCX,ISM,94
2,1000,25525,SCX,IVM,94
1,10000,25525,SCX,IVM,94
0,20000,25525,SCX,IVM,94
2,1000,25525,SCX,SM,94
1,10000,25525,SCX,SM,94
0,20000,25525,SCX,SM,94
2,1000,26224,SCX,RM,94
1,10000,26224,SCX,RM,94
0,20000,26224,SCX,RM,94
2,1000,28184,OX,ISM,95
1,10000,27177,OX,ISM,95
0,20000,25252,OX,ISM,95
2,1000,31417,OX,IVM,95
1,10000,27957,OX,IVM,95
0,20000,25993,OX,IVM,95
2,1000,30089,OX,SM,95
1,10000,27819,OX,SM,95
0,20000,27178,OX,SM,95
2,1000,27900,OX,RM,95
1,10000,27214,OX,RM,95
0,20000,26795,OX,RM,95
2,1000,26233,SCX,ISM,95
1,10000,26233,SCX,ISM,95
0,20000,26233,SCX,ISM,95
2,1000,26233,SCX,IVM,95
1,10000,26233,SCX,IVM,95
0,20000,26233,SCX,IVM,95
2,1000,26233,SCX,SM,95
1,10000,26233,SCX,SM,95
0,20000,26233,SCX,SM,95
2,1000,26233,SCX,RM,95
1,10000,26233,SCX,RM,95
0,20000,26233,SCX,RM,95
2,1000,32065,OX,ISM,96
1,10000,30435,OX,ISM,96
0,20000,29877,OX,ISM,96
2,1000,31599,OX,IVM,96
1,10000,29648,OX,IVM,96
0,20000,29258,OX,IVM,96
2,1000,32918,OX,SM,96
1,10000,31607,OX,SM,96
0,20000,31200,OX,SM,96
2,1000,27279,OX,RM,96
1,10000,26914,OX,RM,96
0,20000,26555,OX,RM,96
2,1000,26131,SCX,ISM,96
1,10000,26131,SCX,ISM,96
0,20000,26131,SCX,ISM,96
2,1000,26131,SCX,IVM,96
1,10000,26131,SCX,IVM,96
0,20000,26131,SCX,IVM,96
2,1000,26131,SCX,SM,96
1,10000,26131,SCX,SM,96
0,20000,26131,SCX,SM,96
2,1000,26131,SCX,RM,96
1,10000,26131,SCX,RM,96
0,20000,26131,SCX,RM,96
2,1000,29703,OX,ISM,97
1,10000,27204,OX,ISM,97
0,20000,27195,OX,ISM,97
2,1000,31350,OX,IVM,97
1,10000,28067,OX,IVM,97
0,20000,26589,OX,IVM,97
2,1000,28392,OX,SM,97
1,10000,27307,OX,SM,97
0,20000,26824,OX,SM,97
2,1000,30524,OX,RM,97
1,10000,29110,OX,RM,97
0,20000,28401,OX,RM,97
2,1000,25647,SCX,ISM,97
1,10000,25647,SCX,ISM,97
0,20000,25647,SCX,ISM,97
2,1000,25647,SCX,IVM,97
1,10000,25647,SCX,IVM,97
0,20000,25647,SCX,IVM,97
2,1000,25647,SCX,SM,97
1,10000,25647,SCX,SM,97
0,20000,25647,SCX,SM,97
2,1000,25647,SCX,RM,97
1,10000,25647,SCX,RM,97
0,20000,25647,SCX,RM,97
2,1000,33837,OX,ISM,98
1,10000,32316,OX,ISM,98
0,20000,31933,OX,ISM,98
2,1000,40620,OX,IVM,98
1,10000,35310,OX,IVM,98
0,20000,31383,OX,IVM,98
2,1000,35746,OX,SM,98
1,10000,34496,OX,SM,98
0,20000,32770,OX,SM,98
2,1000,28330,OX,RM,98
1,10000,26541,OX,RM,98
0,20000,26184,OX,RM,98
2,1000,25943,SCX,ISM,98
1,10000,25943,SCX,ISM,98
0,20000,25943,SCX,ISM,98
2,1000,25943,SCX,IVM,98
1,10000,25943,SCX,IVM,98
0,20000,25943,SCX,IVM,98
2,1000,25943,SCX,SM,98
1,10000,25943,SCX,SM,98
0,20000,25943,SCX,SM,98
2,1000,25943,SCX,RM,98
1,10000,25943,SCX,RM,98
0,20000,25943,SCX,RM,98
2,1000,25781,OX,ISM,99
1,10000,23543,OX,ISM,99
0,20000,23209,OX,ISM,99
2,1000,29254,OX,IVM,99
1,10000,27950,OX,IVM,99
0,20000,26302,OX,IVM,99
2,1000,29807,OX,SM,99
1,10000,29135,OX,SM,99
0,20000,28497,OX,SM,99
2,1000,31416,OX,RM,99
1,10000,28115,OX,RM,99
0,20000,27261,OX,RM,99
2,1000,24698,SCX,ISM,99
1,10000,24698,SCX,ISM,99
0,20000,24698,SCX,ISM,99
2,1000,24698,SCX,IVM,99
1,10000,24698,SCX,IVM,99
0,20000,24698,SCX,IVM,99
2,1000,24698,SCX,SM,99
1,10000,24698,SCX,SM,99
0,20000,24698,SCX,SM,99
2,1000,24698,SCX,RM,99
1,10000,24599,SCX,RM,99
0,20000,24599,SCX,RM,99
